2022/05/07 07:35:37 [emerg] 8472#5064: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:10 [emerg] 1084#7728: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:12 [emerg] 7172#5948: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:15 [emerg] 9508#6684: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:16 [emerg] 10400#9988: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:16 [emerg] 4608#10460: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:17 [emerg] 6512#8796: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:36:17 [emerg] 6076#424: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:38:40 [emerg] 7884#6340: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:38:41 [emerg] 4840#5216: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:38:41 [emerg] 3172#3124: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:38:42 [emerg] 8084#7548: CreateFile() "C:\Users\Administrator\Desktop\python网页研学\nginx-1.21.6/conf/nginx.conf" failed (3: The system cannot find the path specified)
2022/05/07 07:43:00 [error] 9840#10020: *1 CreateFile() "C:\Users\Administrator\Desktop\python-web\nginx/html/favicon.ico" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "localhost:1080", referrer: "http://localhost:1080/"
2022/05/07 07:43:48 [error] 9240#7764: *1 CreateFile() "C:\Users\Administrator\Desktop\python-web\nginx/html/favicon.ico" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "localhost", referrer: "http://localhost/"
2022/05/07 07:45:31 [error] 9240#7764: *4 CreateFile() "C:\Users\Administrator\Desktop\python-web\nginx/html/favicon.ico" failed (2: The system cannot find the file specified), client: 10.100.80.158, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 07:52:25 [notice] 7460#9916: signal process started
2022/05/07 07:54:29 [error] 8188#5516: *3 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.80.158, server: localhost, request: "GET / HTTP/1.1", upstream: "http://[::1]:5000/", host: "10.100.80.14"
2022/05/07 08:42:24 [error] 10868#5760: *28 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.80.14, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 08:42:38 [error] 10868#5760: *27 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.80.14, server: localhost, request: "GET /static/jquery-3.6.0.min.js HTTP/1.1", upstream: "http://[::1]:5000/static/jquery-3.6.0.min.js", host: "10.100.80.14", referrer: "http://10.100.80.14/task2"
2022/05/07 14:37:22 [error] 10868#5760: *63 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.80.14, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:41:50 [error] 10868#5760: *82 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.160, server: localhost, request: "GET /static/assets/css/bootstrap.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/bootstrap.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:45:37 [error] 10868#5760: *110 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.160, server: localhost, request: "GET /static/assets/js/hover.zoom.js HTTP/1.1", upstream: "http://[::1]:5000/static/assets/js/hover.zoom.js", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:45:37 [error] 10868#5760: *103 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.160, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:46:06 [error] 10868#5760: *128 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.71, server: localhost, request: "GET / HTTP/1.1", upstream: "http://[::1]:5000/", host: "10.100.80.14"
2022/05/07 14:46:19 [error] 10868#5760: *147 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.71, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:46:31 [error] 10868#5760: *259 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.117, server: localhost, request: "GET /favicon.ico HTTP/1.1", upstream: "http://[::1]:5000/favicon.ico", host: "10.100.80.14"
2022/05/07 14:46:43 [error] 10868#5760: *470 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.101, server: localhost, request: "GET /favicon.ico HTTP/1.1", upstream: "http://[::1]:5000/favicon.ico", host: "10.100.80.14"
2022/05/07 14:46:55 [error] 10868#5760: *644 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.116, server: localhost, request: "GET /static/assets/css/bootstrap.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/bootstrap.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:47:08 [error] 10868#5760: *524 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.128, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:47:20 [error] 10868#5760: *603 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.78, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:47:34 [error] 10868#5760: *603 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.78, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:47:47 [error] 10868#5760: *787 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.126, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:47:59 [error] 10868#5760: *326 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.79, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:48:11 [error] 10868#5760: *966 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:48:23 [error] 10868#5760: *603 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.78, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:48:36 [error] 10868#5760: *907 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.85, server: localhost, request: "GET /task1 HTTP/1.1", upstream: "http://[::1]:5000/task1", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:48:48 [error] 10868#5760: *1276 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.122, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:49:01 [error] 10868#5760: *966 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:49:15 [error] 10868#5760: *1282 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.122, server: localhost, request: "GET /static/assets/css/bootstrap.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/bootstrap.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task2"
2022/05/07 14:49:27 [error] 10868#5760: *1276 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.122, server: localhost, request: "GET /static/jquery-3.6.0.min.js HTTP/1.1", upstream: "http://[::1]:5000/static/jquery-3.6.0.min.js", host: "10.100.80.14", referrer: "http://10.100.80.14/index"
2022/05/07 14:49:39 [error] 10868#5760: *376 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.133, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:49:51 [error] 10868#5760: *1536 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.125, server: localhost, request: "GET /favicon.ico HTTP/1.1", upstream: "http://[::1]:5000/favicon.ico", host: "10.100.80.14"
2022/05/07 14:50:05 [error] 10868#5760: *1492 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.73, server: localhost, request: "GET /task4 HTTP/1.1", upstream: "http://[::1]:5000/task4", host: "10.100.80.14", referrer: "http://10.100.80.14/task3"
2022/05/07 14:50:20 [error] 10868#5760: *1527 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.129, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:50:37 [error] 10868#5760: *1648 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.126, server: localhost, request: "GET /favicon.ico HTTP/1.1", upstream: "http://[::1]:5000/favicon.ico", host: "10.100.80.14"
2022/05/07 14:51:05 [error] 10868#5760: *1732 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.107, server: localhost, request: "GET /task1 HTTP/1.1", upstream: "http://[::1]:5000/task1", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:51:17 [error] 10868#5760: *2071 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.85, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:51:29 [error] 10868#5760: *2159 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.104, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:52:00 [error] 10868#5760: *2123 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.133, server: localhost, request: "POST /single_or_double HTTP/1.1", upstream: "http://[::1]:5000/single_or_double", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:52:14 [error] 10868#5760: *2066 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.79, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:52:26 [error] 10868#5760: *2266 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.70, server: localhost, request: "GET /static/assets/css/bootstrap.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/bootstrap.css", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:52:38 [error] 10868#5760: *2066 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.79, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:52:53 [error] 10868#5760: *1789 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.122, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:53:06 [error] 10868#5760: *2195 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "GET /task1 HTTP/1.1", upstream: "http://[::1]:5000/task1", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:53:18 [error] 10868#5760: *2212 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.71, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:53:37 [error] 10868#5760: *2433 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.79, server: localhost, request: "GET /static/assets/css/bootstrap.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/bootstrap.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:53:53 [error] 10868#5760: *2362 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.72, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:54:07 [error] 10868#5760: *2421 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.116, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:54:25 [error] 10868#5760: *2604 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.104, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:54:41 [error] 10868#5760: *2639 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.102, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:54:58 [error] 10868#5760: *2688 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "GET /task1 HTTP/1.1", upstream: "http://[::1]:5000/task1", host: "10.100.80.14", referrer: "http://10.100.80.14/"
2022/05/07 14:55:11 [error] 10868#5760: *2674 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:55:24 [error] 10868#5760: *2212 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.71, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:55:36 [error] 10868#5760: *2550 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.105, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:55:48 [error] 10868#5760: *2550 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.105, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:56:01 [error] 10868#5760: *2926 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.105, server: localhost, request: "GET /static/assets/css/main.css HTTP/1.1", upstream: "http://[::1]:5000/static/assets/css/main.css", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:56:16 [error] 10868#5760: *2842 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.89, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:56:32 [error] 10868#5760: *2721 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.129, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:56:47 [error] 10868#5760: *2639 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.102, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:57:00 [error] 10868#5760: *3192 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:57:15 [error] 10868#5760: *2639 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.102, server: localhost, request: "POST /task_1_run HTTP/1.1", upstream: "http://[::1]:5000/task_1_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:57:30 [error] 10868#5760: *3157 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.106, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:57:42 [error] 10868#5760: *3192 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.100, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:57:56 [error] 10868#5760: *2926 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.105, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:58:10 [error] 10868#5760: *3361 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.116, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:58:25 [error] 10868#5760: *3423 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.110, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
2022/05/07 14:58:38 [error] 10868#5760: *3245 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 10.100.81.77, server: localhost, request: "POST /task_2_run HTTP/1.1", upstream: "http://[::1]:5000/task_2_run", host: "10.100.80.14", referrer: "http://10.100.80.14/task1"
